type,mean_1,stddev_1,mean_2,stddev_2,results,time,age,gender,smoker,background,date,condition,ID
Diversion,9,1.35,9,5.0,5,6.899,19,gender_male,smoker_no,Computer Science,2014-11-21,S2,63
Control,9,1.35,7,1.35,2,13.251,19,gender_male,smoker_no,Computer Science,2014-11-21,S2,63
Experimental,8,5.0,9,1.35,3,10.24,19,gender_male,smoker_no,Computer Science,2014-11-21,S2,63
Experimental,7,5.0,7,1.35,3,8.772,19,gender_male,smoker_no,Computer Science,2014-11-21,S2,63
Control,9,0.5,9,0.5,1,9.383,19,gender_male,smoker_no,Computer Science,2014-11-21,S2,63
Experimental,9,0.5,9,1.35,3,10.297,19,gender_male,smoker_no,Computer Science,2014-11-21,S2,63
Control,8,1.35,9,1.35,4,11.07,19,gender_male,smoker_no,Computer Science,2014-11-21,S2,63
Experimental,7,5.0,8,1.35,4,11.096,19,gender_male,smoker_no,Computer Science,2014-11-21,S2,63
Control,7,1.35,8,1.35,4,11.462,19,gender_male,smoker_no,Computer Science,2014-11-21,S2,63
Experimental,7,5.0,9,1.35,3,12.112,19,gender_male,smoker_no,Computer Science,2014-11-21,S2,63
Experimental,8,5.0,7,1.35,5,11.172,19,gender_male,smoker_no,Computer Science,2014-11-21,S2,63
Control,7,5.0,7,5.0,5,7.702,19,gender_male,smoker_no,Computer Science,2014-11-21,S2,63
Control,8,1.35,9,1.35,4,16.829,19,gender_male,smoker_no,Computer Science,2014-11-21,S2,63
Experimental,8,5.0,8,1.35,3,10.803,19,gender_male,smoker_no,Computer Science,2014-11-21,S2,63
Experimental,8,0.5,9,1.35,4,10.818,19,gender_male,smoker_no,Computer Science,2014-11-21,S2,63
Experimental,8,0.5,8,1.35,3,9.45,19,gender_male,smoker_no,Computer Science,2014-11-21,S2,63
Experimental,9,0.5,7,1.35,4,11.551,19,gender_male,smoker_no,Computer Science,2014-11-21,S2,63
Experimental,8,0.5,7,1.35,3,13.201,19,gender_male,smoker_no,Computer Science,2014-11-21,S2,63
Experimental,9,0.5,7,1.35,4,11.828,20,gender_male,smoker_no,Geology,2014-11-21,S2,64
Control,7,0.5,7,0.5,1,7.546,20,gender_male,smoker_no,Geology,2014-11-21,S2,64
Control,9,1.35,9,1.35,3,8.741,20,gender_male,smoker_no,Geology,2014-11-21,S2,64
Control,8,1.35,9,1.35,2,10.139,20,gender_male,smoker_no,Geology,2014-11-21,S2,64
Experimental,8,0.5,8,1.35,3,8.036,20,gender_male,smoker_no,Geology,2014-11-21,S2,64
Experimental,7,0.5,9,1.35,4,6.881,20,gender_male,smoker_no,Geology,2014-11-21,S2,64
Diversion,7,1.35,7,5.0,5,4.423,20,gender_male,smoker_no,Geology,2014-11-21,S2,64
Experimental,9,0.5,8,1.35,3,4.968,20,gender_male,smoker_no,Geology,2014-11-21,S2,64
Experimental,8,5.0,8,1.35,1,5.973,20,gender_male,smoker_no,Geology,2014-11-21,S2,64
Experimental,8,5.0,7,1.35,2,5.106,20,gender_male,smoker_no,Geology,2014-11-21,S2,64
Control,9,1.35,8,1.35,1,5.223,20,gender_male,smoker_no,Geology,2014-11-21,S2,64
Experimental,7,5.0,9,1.35,3,6.377,20,gender_male,smoker_no,Geology,2014-11-21,S2,64
Experimental,8,0.5,9,1.35,4,8.575,20,gender_male,smoker_no,Geology,2014-11-21,S2,64
Control,8,5.0,9,5.0,5,4.077,20,gender_male,smoker_no,Geology,2014-11-21,S2,64
Experimental,9,5.0,8,1.35,3,8.521,20,gender_male,smoker_no,Geology,2014-11-21,S2,64
Experimental,9,5.0,9,1.35,2,6.374,20,gender_male,smoker_no,Geology,2014-11-21,S2,64
Diversion,7,1.35,7,0.5,1,5.621,20,gender_male,smoker_no,Geology,2014-11-21,S2,64
Experimental,7,5.0,8,1.35,3,7.138,20,gender_male,smoker_no,Geology,2014-11-21,S2,64
Experimental,9,5.0,7,1.35,2,5.095,20,gender_male,smoker_no,Geology,2014-11-21,S2,64
Control,7,1.35,9,1.35,1,4.617,20,gender_male,smoker_no,Geology,2014-11-21,S2,64
Experimental,7,0.5,8,1.35,3,7.247,20,gender_male,smoker_no,Geology,2014-11-21,S2,64
Experimental,7,5.0,7,1.35,2,7.082,20,gender_male,smoker_no,Geology,2014-11-21,S2,64
Experimental,8,5.0,9,1.35,3,6.913,20,gender_male,smoker_no,Geology,2014-11-21,S2,64
Control,7,1.35,7,1.35,4,12.048,20,gender_male,smoker_no,Geology,2014-11-21,S2,64
Experimental,7,0.5,7,1.35,2,7.471,20,gender_male,smoker_no,Geology,2014-11-21,S2,64
Experimental,8,0.5,7,1.35,4,8.127,20,gender_male,smoker_no,Geology,2014-11-21,S2,64
Experimental,9,0.5,9,1.35,1,5.061,20,gender_male,smoker_no,Geology,2014-11-21,S2,64
Experimental,7,0.5,8,1.35,3,10.282,28,gender_male,smoker_no,MBA,2014-11-21,S2,65
Experimental,8,5.0,8,1.35,4,12.259,28,gender_male,smoker_no,MBA,2014-11-21,S2,65
Control,7,1.35,8,1.35,3,11.409,28,gender_male,smoker_no,MBA,2014-11-21,S2,65
Experimental,7,5.0,7,1.35,4,12.844,28,gender_male,smoker_no,MBA,2014-11-21,S2,65
Diversion,7,1.35,7,5.0,5,10.672,28,gender_male,smoker_no,MBA,2014-11-21,S2,65
Experimental,9,0.5,8,1.35,4,12.718,28,gender_male,smoker_no,MBA,2014-11-21,S2,65
Experimental,7,0.5,9,1.35,4,14.006,28,gender_male,smoker_no,MBA,2014-11-21,S2,65
Experimental,9,5.0,9,1.35,3,8.218,28,gender_male,smoker_no,MBA,2014-11-21,S2,65
Experimental,8,0.5,8,1.35,4,15.287,28,gender_male,smoker_no,MBA,2014-11-21,S2,65
Experimental,9,0.5,7,1.35,3,12.996,28,gender_male,smoker_no,MBA,2014-11-21,S2,65
Experimental,8,0.5,7,1.35,4,13.266,28,gender_male,smoker_no,MBA,2014-11-21,S2,65
Experimental,8,5.0,9,1.35,3,13.422,28,gender_male,smoker_no,MBA,2014-11-21,S2,65
Experimental,9,0.5,9,1.35,3,14.102,28,gender_male,smoker_no,MBA,2014-11-21,S2,65
Experimental,9,5.0,8,1.35,4,13.626,28,gender_male,smoker_no,MBA,2014-11-21,S2,65
Experimental,7,0.5,7,1.35,4,15.088,28,gender_male,smoker_no,MBA,2014-11-21,S2,65
Control,7,1.35,9,1.35,2,14.231,28,gender_male,smoker_no,MBA,2014-11-21,S2,65
Control,9,1.35,9,1.35,3,14.839,28,gender_male,smoker_no,MBA,2014-11-21,S2,65
Experimental,8,0.5,9,1.35,4,14.278,28,gender_male,smoker_no,MBA,2014-11-21,S2,65
Experimental,7,5.0,9,1.35,4,12.919,28,gender_male,smoker_no,MBA,2014-11-21,S2,65
Experimental,9,5.0,7,1.35,2,11.578,28,gender_male,smoker_no,MBA,2014-11-21,S2,65
Experimental,7,5.0,8,1.35,2,14.412,28,gender_male,smoker_no,MBA,2014-11-21,S2,65
Control,8,5.0,9,5.0,5,8.17,28,gender_male,smoker_no,MBA,2014-11-21,S2,65
Diversion,7,1.35,7,5.0,5,9.266,28,gender_male,smoker_no,MBA,2014-11-21,S2,65
Control,7,1.35,8,1.35,3,12.331,28,gender_male,smoker_no,MBA,2014-11-21,S2,65
Experimental,8,5.0,7,1.35,1,11.463,28,gender_male,smoker_no,MBA,2014-11-21,S2,65
Control,7,1.35,7,1.35,3,13.189,28,gender_male,smoker_no,MBA,2014-11-21,S2,65
Control,9,0.5,8,0.5,1,11.966,28,gender_male,smoker_no,MBA,2014-11-21,S2,65
Experimental,8,0.5,8,1.35,4,7.467,20,gender_female,smoker_no,Marketing and Japanese ,2014-11-21,S2,66
Experimental,7,5.0,9,1.35,4,8.822,20,gender_female,smoker_no,Marketing and Japanese ,2014-11-21,S2,66
Experimental,7,0.5,9,1.35,2,8.14,20,gender_female,smoker_no,Marketing and Japanese ,2014-11-21,S2,66
Control,9,5.0,7,5.0,5,3.569,20,gender_female,smoker_no,Marketing and Japanese ,2014-11-21,S2,66
Control,8,1.35,9,1.35,4,9.988,20,gender_female,smoker_no,Marketing and Japanese ,2014-11-21,S2,66
Control,7,1.35,8,1.35,1,6.965,20,gender_female,smoker_no,Marketing and Japanese ,2014-11-21,S2,66
Experimental,9,0.5,8,1.35,3,10.094,20,gender_female,smoker_no,Marketing and Japanese ,2014-11-21,S2,66
Experimental,9,0.5,7,1.35,2,11.908,20,gender_female,smoker_no,Marketing and Japanese ,2014-11-21,S2,66
Control,9,1.35,7,1.35,1,7.691,20,gender_female,smoker_no,Marketing and Japanese ,2014-11-21,S2,66
Experimental,8,5.0,9,1.35,2,9.1,20,gender_female,smoker_no,Marketing and Japanese ,2014-11-21,S2,66
Control,8,1.35,9,1.35,4,8.705,20,gender_female,smoker_no,Marketing and Japanese ,2014-11-21,S2,66
Experimental,9,5.0,8,1.35,2,7.219,20,gender_female,smoker_no,Marketing and Japanese ,2014-11-21,S2,66
Experimental,8,0.5,7,1.35,3,8.77,20,gender_female,smoker_no,Marketing and Japanese ,2014-11-21,S2,66
Experimental,8,5.0,8,1.35,2,7.44,20,gender_female,smoker_no,Marketing and Japanese ,2014-11-21,S2,66
Experimental,9,5.0,7,1.35,3,10.262,20,gender_female,smoker_no,Marketing and Japanese ,2014-11-21,S2,66
Experimental,7,0.5,8,1.35,4,11.653,20,gender_female,smoker_no,Marketing and Japanese ,2014-11-21,S2,66
Diversion,7,1.35,7,0.5,1,5.612,20,gender_female,smoker_no,Marketing and Japanese ,2014-11-21,S2,66
Experimental,9,0.5,9,1.35,4,7.842,20,gender_female,smoker_no,Marketing and Japanese ,2014-11-21,S2,66
Experimental,7,5.0,8,1.35,2,8.414,20,gender_female,smoker_no,Marketing and Japanese ,2014-11-21,S2,66
Control,7,1.35,8,1.35,0,0.0,20,gender_female,smoker_no,Marketing and Japanese ,0000-00-00,S2,66
Diversion,9,1.35,9,5.0,5,4.982,20,gender_female,smoker_no,Marketing and Japanese ,2014-11-21,S2,66
Experimental,8,0.5,9,1.35,4,7.633,20,gender_female,smoker_no,Marketing and Japanese ,2014-11-21,S2,66
Experimental,9,5.0,9,1.35,4,9.121,20,gender_female,smoker_no,Marketing and Japanese ,2014-11-21,S2,66
Experimental,7,5.0,7,1.35,3,6.6,20,gender_female,smoker_no,Marketing and Japanese ,2014-11-21,S2,66
Control,8,0.5,9,0.5,1,4.513,20,gender_female,smoker_no,Marketing and Japanese ,2014-11-21,S2,66
Experimental,8,5.0,7,1.35,2,6.052,20,gender_female,smoker_no,Marketing and Japanese ,2014-11-21,S2,66
Experimental,7,0.5,7,1.35,2,5.85,20,gender_female,smoker_no,Marketing and Japanese ,2014-11-21,S2,66
Control,9,1.35,8,1.35,4,12.622,18,gender_male,smoker_no,Advanced Mathematics,2014-11-21,S2,67
Experimental,8,5.0,8,1.35,3,16.675,18,gender_male,smoker_no,Advanced Mathematics,2014-11-21,S2,67
Experimental,8,0.5,8,1.35,3,10.192,18,gender_male,smoker_no,Advanced Mathematics,2014-11-21,S2,67
Diversion,7,1.35,7,5.0,5,9.97,18,gender_male,smoker_no,Advanced Mathematics,2014-11-21,S2,67
Experimental,9,0.5,9,1.35,2,10.741,18,gender_male,smoker_no,Advanced Mathematics,2014-11-21,S2,67
Experimental,8,0.5,9,1.35,3,9.443,18,gender_male,smoker_no,Advanced Mathematics,2014-11-21,S2,67
Control,9,1.35,8,1.35,3,7.854,18,gender_male,smoker_no,Advanced Mathematics,2014-11-21,S2,67
Experimental,7,5.0,8,1.35,4,10.228,18,gender_male,smoker_no,Advanced Mathematics,2014-11-21,S2,67
Experimental,9,5.0,9,1.35,4,9.588,18,gender_male,smoker_no,Advanced Mathematics,2014-11-21,S2,67
Experimental,9,5.0,8,1.35,4,7.718,18,gender_male,smoker_no,Advanced Mathematics,2014-11-21,S2,67
Experimental,9,0.5,8,1.35,3,10.33,18,gender_male,smoker_no,Advanced Mathematics,2014-11-21,S2,67
Control,9,1.35,9,1.35,4,10.623,18,gender_male,smoker_no,Advanced Mathematics,2014-11-21,S2,67
Experimental,7,0.5,9,1.35,5,13.75,18,gender_male,smoker_no,Advanced Mathematics,2014-11-21,S2,67
Experimental,7,0.5,8,1.35,4,8.879,18,gender_male,smoker_no,Advanced Mathematics,2014-11-21,S2,67
Diversion,7,1.35,7,0.5,1,12.77,18,gender_male,smoker_no,Advanced Mathematics,2014-11-21,S2,67
Experimental,7,5.0,7,1.35,3,8.782,18,gender_male,smoker_no,Advanced Mathematics,2014-11-21,S2,67
Experimental,8,5.0,9,1.35,2,11.75,18,gender_male,smoker_no,Advanced Mathematics,2014-11-21,S2,67
Experimental,8,5.0,7,1.35,3,9.6,18,gender_male,smoker_no,Advanced Mathematics,2014-11-21,S2,67
Experimental,8,0.5,7,1.35,4,9.393,18,gender_male,smoker_no,Advanced Mathematics,2014-11-21,S2,67
Control,7,1.35,7,1.35,3,9.874,18,gender_male,smoker_no,Advanced Mathematics,2014-11-21,S2,67
Experimental,7,5.0,9,1.35,3,10.366,18,gender_male,smoker_no,Advanced Mathematics,2014-11-21,S2,67
Control,9,5.0,8,5.0,5,8.07,18,gender_male,smoker_no,Advanced Mathematics,2014-11-21,S2,67
Control,7,0.5,9,0.5,1,7.7,18,gender_male,smoker_no,Advanced Mathematics,2014-11-21,S2,67
Control,7,1.35,7,1.35,4,8.966,18,gender_male,smoker_no,Advanced Mathematics,2014-11-21,S2,67
Experimental,9,5.0,7,1.35,3,12.643,18,gender_male,smoker_no,Advanced Mathematics,2014-11-21,S2,67
Experimental,9,0.5,7,1.35,3,10.343,18,gender_male,smoker_no,Advanced Mathematics,2014-11-21,S2,67
Experimental,7,0.5,7,1.35,4,10.941,18,gender_male,smoker_no,Advanced Mathematics,2014-11-21,S2,67
Control,9,0.5,7,0.5,3,9.443,20,gender_female,smoker_no,Psychology ,2014-11-21,S2,68
Experimental,9,5.0,9,1.35,2,9.225,20,gender_female,smoker_no,Psychology ,2014-11-21,S2,68
Control,8,1.35,8,1.35,4,6.688,20,gender_female,smoker_no,Psychology ,2014-11-21,S2,68
Experimental,7,0.5,9,1.35,2,7.768,20,gender_female,smoker_no,Psychology ,2014-11-21,S2,68
Experimental,9,0.5,8,1.35,4,8.701,20,gender_female,smoker_no,Psychology ,2014-11-21,S2,68
Control,9,5.0,9,5.0,5,7.6,20,gender_female,smoker_no,Psychology ,2014-11-21,S2,68
Experimental,8,5.0,8,1.35,3,8.019,20,gender_female,smoker_no,Psychology ,2014-11-21,S2,68
Experimental,9,0.5,7,1.35,3,9.998,20,gender_female,smoker_no,Psychology ,2014-11-21,S2,68
Experimental,9,5.0,8,1.35,4,6.836,20,gender_female,smoker_no,Psychology ,2014-11-21,S2,68
Experimental,8,5.0,7,1.35,4,8.34,20,gender_female,smoker_no,Psychology ,2014-11-21,S2,68
Experimental,7,5.0,9,1.35,2,8.925,20,gender_female,smoker_no,Psychology ,2014-11-21,S2,68
Control,7,1.35,7,1.35,3,8.09,20,gender_female,smoker_no,Psychology ,2014-11-21,S2,68
Control,9,1.35,8,1.35,3,8.609,20,gender_female,smoker_no,Psychology ,2014-11-21,S2,68
Experimental,8,0.5,8,1.35,2,8.541,20,gender_female,smoker_no,Psychology ,2014-11-21,S2,68
Diversion,9,1.35,9,0.5,1,7.878,20,gender_female,smoker_no,Psychology ,2014-11-21,S2,68
Diversion,8,1.35,8,0.5,2,6.703,20,gender_female,smoker_no,Psychology ,2014-11-21,S2,68
Control,9,1.35,8,1.35,3,14.108,20,gender_female,smoker_no,Psychology ,2014-11-21,S2,68
Experimental,8,5.0,9,1.35,3,6.553,20,gender_female,smoker_no,Psychology ,2014-11-21,S2,68
Control,8,1.35,8,1.35,1,6.06,20,gender_female,smoker_no,Psychology ,2014-11-21,S2,68
Experimental,8,0.5,9,1.35,3,6.145,20,gender_female,smoker_no,Psychology ,2014-11-21,S2,68
Experimental,9,0.5,9,1.35,2,7.893,20,gender_female,smoker_no,Psychology ,2014-11-21,S2,68
Experimental,7,0.5,7,1.35,5,6.811,20,gender_female,smoker_no,Psychology ,2014-11-21,S2,68
Experimental,7,5.0,7,1.35,2,7.245,20,gender_female,smoker_no,Psychology ,2014-11-21,S2,68
Experimental,7,0.5,8,1.35,4,5.7,20,gender_female,smoker_no,Psychology ,2014-11-21,S2,68
Experimental,9,5.0,7,1.35,3,6.228,20,gender_female,smoker_no,Psychology ,2014-11-21,S2,68
Experimental,8,0.5,7,1.35,4,8.809,20,gender_female,smoker_no,Psychology ,2014-11-21,S2,68
Experimental,7,5.0,8,1.35,4,6.069,20,gender_female,smoker_no,Psychology ,2014-11-21,S2,68
Experimental,7,5.0,7,1.35,3,12.384,23,gender_male,smoker_no,Medicine,2014-11-21,S2,69
Experimental,8,0.5,9,1.35,4,10.778,23,gender_male,smoker_no,Medicine,2014-11-21,S2,69
Diversion,7,1.35,7,5.0,5,3.249,23,gender_male,smoker_no,Medicine,2014-11-21,S2,69
Control,9,1.35,8,1.35,3,7.2,23,gender_male,smoker_no,Medicine,2014-11-21,S2,69
Experimental,9,5.0,7,1.35,3,7.874,23,gender_male,smoker_no,Medicine,2014-11-21,S2,69
Experimental,8,0.5,7,1.35,3,6.678,23,gender_male,smoker_no,Medicine,2014-11-21,S2,69
Control,9,1.35,8,1.35,4,6.922,23,gender_male,smoker_no,Medicine,2014-11-21,S2,69
Control,8,1.35,7,1.35,3,12.833,23,gender_male,smoker_no,Medicine,2014-11-21,S2,69
Experimental,8,0.5,8,1.35,4,6.364,23,gender_male,smoker_no,Medicine,2014-11-21,S2,69
Diversion,7,1.35,7,5.0,5,2.462,23,gender_male,smoker_no,Medicine,2014-11-21,S2,69
Experimental,9,5.0,8,1.35,3,9.368,23,gender_male,smoker_no,Medicine,2014-11-21,S2,69
Experimental,9,0.5,7,1.35,1,4.391,23,gender_male,smoker_no,Medicine,2014-11-21,S2,69
Control,9,0.5,9,0.5,3,7.348,23,gender_male,smoker_no,Medicine,2014-11-21,S2,69
Experimental,7,0.5,9,1.35,1,3.511,23,gender_male,smoker_no,Medicine,2014-11-21,S2,69
Experimental,7,0.5,8,1.35,4,4.563,23,gender_male,smoker_no,Medicine,2014-11-21,S2,69
Experimental,7,0.5,7,1.35,4,5.664,23,gender_male,smoker_no,Medicine,2014-11-21,S2,69
Control,8,1.35,7,1.35,4,7.104,23,gender_male,smoker_no,Medicine,2014-11-21,S2,69
Experimental,9,0.5,9,1.35,4,3.188,23,gender_male,smoker_no,Medicine,2014-11-21,S2,69
Experimental,8,5.0,9,1.35,3,10.298,23,gender_male,smoker_no,Medicine,2014-11-21,S2,69
Experimental,9,5.0,9,1.35,3,8.898,23,gender_male,smoker_no,Medicine,2014-11-21,S2,69
Control,8,5.0,8,5.0,5,2.823,23,gender_male,smoker_no,Medicine,2014-11-21,S2,69
Experimental,7,5.0,9,1.35,4,3.741,23,gender_male,smoker_no,Medicine,2014-11-21,S2,69
Control,7,1.35,8,1.35,3,5.247,23,gender_male,smoker_no,Medicine,2014-11-21,S2,69
Experimental,8,5.0,7,1.35,4,3.271,23,gender_male,smoker_no,Medicine,2014-11-21,S2,69
Experimental,9,0.5,8,1.35,4,16.706,23,gender_male,smoker_no,Medicine,2014-11-21,S2,69
Experimental,7,5.0,8,1.35,4,3.443,23,gender_male,smoker_no,Medicine,2014-11-21,S2,69
Experimental,8,5.0,8,1.35,2,3.198,23,gender_male,smoker_no,Medicine,2014-11-21,S2,69
Experimental,9,5.0,8,1.35,2,7.041,40,gender_female,smoker_no,accounting,2014-11-21,S2,70
Control,9,0.5,9,0.5,1,9.477,40,gender_female,smoker_no,accounting,2014-11-21,S2,70
Experimental,8,0.5,9,1.35,4,8.588,40,gender_female,smoker_no,accounting,2014-11-21,S2,70
Experimental,9,0.5,9,1.35,4,9.192,40,gender_female,smoker_no,accounting,2014-11-21,S2,70
Experimental,8,5.0,8,1.35,2,6.415,40,gender_female,smoker_no,accounting,2014-11-21,S2,70
Experimental,9,0.5,7,1.35,4,8.101,40,gender_female,smoker_no,accounting,2014-11-21,S2,70
Experimental,7,5.0,8,1.35,2,5.988,40,gender_female,smoker_no,accounting,2014-11-21,S2,70
Experimental,9,5.0,9,1.35,4,9.92,40,gender_female,smoker_no,accounting,2014-11-21,S2,70
Experimental,7,0.5,9,1.35,4,5.281,40,gender_female,smoker_no,accounting,2014-11-21,S2,70
Control,7,1.35,7,1.35,4,7.977,40,gender_female,smoker_no,accounting,2014-11-21,S2,70
Experimental,8,0.5,8,1.35,4,7.485,40,gender_female,smoker_no,accounting,2014-11-21,S2,70
Experimental,9,5.0,7,1.35,2,11.106,40,gender_female,smoker_no,accounting,2014-11-21,S2,70
Experimental,7,0.5,8,1.35,4,7.189,40,gender_female,smoker_no,accounting,2014-11-21,S2,70
Diversion,7,1.35,7,0.5,1,4.034,40,gender_female,smoker_no,accounting,2014-11-21,S2,70
Experimental,8,5.0,9,1.35,4,6.26,40,gender_female,smoker_no,accounting,2014-11-21,S2,70
Experimental,7,5.0,7,1.35,4,8.746,40,gender_female,smoker_no,accounting,2014-11-21,S2,70
Experimental,8,0.5,7,1.35,2,10.335,40,gender_female,smoker_no,accounting,2014-11-21,S2,70
Control,8,5.0,9,5.0,5,4.22,40,gender_female,smoker_no,accounting,2014-11-21,S2,70
Control,8,1.35,9,1.35,2,7.813,40,gender_female,smoker_no,accounting,2014-11-21,S2,70
Control,7,1.35,9,1.35,2,7.304,40,gender_female,smoker_no,accounting,2014-11-21,S2,70
Experimental,8,5.0,7,1.35,2,6.081,40,gender_female,smoker_no,accounting,2014-11-21,S2,70
Control,7,1.35,8,1.35,2,5.023,40,gender_female,smoker_no,accounting,2014-11-21,S2,70
Diversion,8,1.35,8,5.0,5,4.086,40,gender_female,smoker_no,accounting,2014-11-21,S2,70
Experimental,7,0.5,7,1.35,2,6.652,40,gender_female,smoker_no,accounting,2014-11-21,S2,70
Experimental,7,5.0,9,1.35,2,5.562,40,gender_female,smoker_no,accounting,2014-11-21,S2,70
Experimental,9,0.5,8,1.35,4,3.672,40,gender_female,smoker_no,accounting,2014-11-21,S2,70
Control,7,1.35,8,1.35,2,6.989,40,gender_female,smoker_no,accounting,2014-11-21,S2,70
Experimental,7,0.5,7,1.35,4,8.852,30,gender_female,smoker_no,Economics,2014-11-21,S2,71
Experimental,9,0.5,7,1.35,3,14.991,30,gender_female,smoker_no,Economics,2014-11-21,S2,71
Experimental,7,5.0,8,1.35,3,12.986,30,gender_female,smoker_no,Economics,2014-11-21,S2,71
Experimental,8,5.0,8,1.35,3,11.325,30,gender_female,smoker_no,Economics,2014-11-21,S2,71
Diversion,7,1.35,7,5.0,5,7.429,30,gender_female,smoker_no,Economics,2014-11-21,S2,71
Experimental,7,5.0,7,1.35,4,15.229,30,gender_female,smoker_no,Economics,2014-11-21,S2,71
Experimental,7,0.5,9,1.35,3,12.127,30,gender_female,smoker_no,Economics,2014-11-21,S2,71
Experimental,9,0.5,8,1.35,5,10.18,30,gender_female,smoker_no,Economics,2014-11-21,S2,71
Experimental,9,0.5,9,1.35,5,12.315,30,gender_female,smoker_no,Economics,2014-11-21,S2,71
Experimental,7,5.0,9,1.35,4,7.196,30,gender_female,smoker_no,Economics,2014-11-21,S2,71
Control,9,1.35,8,1.35,4,8.713,30,gender_female,smoker_no,Economics,2014-11-21,S2,71
Control,8,5.0,8,5.0,5,8.343,30,gender_female,smoker_no,Economics,2014-11-21,S2,71
Control,9,1.35,8,1.35,3,10.073,30,gender_female,smoker_no,Economics,2014-11-21,S2,71
Experimental,8,5.0,9,1.35,4,8.982,30,gender_female,smoker_no,Economics,2014-11-21,S2,71
Experimental,9,5.0,7,1.35,3,12.958,30,gender_female,smoker_no,Economics,2014-11-21,S2,71
Experimental,8,0.5,9,1.35,4,8.31,30,gender_female,smoker_no,Economics,2014-11-21,S2,71
Control,9,0.5,7,0.5,1,7.835,30,gender_female,smoker_no,Economics,2014-11-21,S2,71
Control,8,1.35,7,1.35,4,9.097,30,gender_female,smoker_no,Economics,2014-11-21,S2,71
Experimental,9,5.0,8,1.35,3,10.376,30,gender_female,smoker_no,Economics,2014-11-21,S2,71
Control,9,1.35,8,1.35,4,8.887,30,gender_female,smoker_no,Economics,2014-11-21,S2,71
Experimental,7,0.5,8,1.35,3,8.965,30,gender_female,smoker_no,Economics,2014-11-21,S2,71
Diversion,9,1.35,9,5.0,5,4.987,30,gender_female,smoker_no,Economics,2014-11-21,S2,71
Experimental,8,0.5,8,1.35,4,8.426,30,gender_female,smoker_no,Economics,2014-11-21,S2,71
Experimental,9,5.0,9,1.35,3,9.82,30,gender_female,smoker_no,Economics,2014-11-21,S2,71
Experimental,8,0.5,7,1.35,3,10.17,30,gender_female,smoker_no,Economics,2014-11-21,S2,71
Experimental,8,5.0,7,1.35,4,9.739,30,gender_female,smoker_no,Economics,2014-11-21,S2,71
Control,8,1.35,9,1.35,3,10.667,30,gender_female,smoker_no,Economics,2014-11-21,S2,71
Control,8,1.35,9,1.35,2,10.735,20,gender_female,smoker_no,Engineering/Law,2014-11-21,S2,72
Experimental,9,5.0,7,1.35,2,9.768,20,gender_female,smoker_no,Engineering/Law,2014-11-21,S2,72
Control,7,5.0,9,5.0,5,5.775,20,gender_female,smoker_no,Engineering/Law,2014-11-21,S2,72
Experimental,9,5.0,9,1.35,1,5.566,20,gender_female,smoker_no,Engineering/Law,2014-11-21,S2,72
Experimental,8,0.5,7,1.35,2,9.229,20,gender_female,smoker_no,Engineering/Law,2014-11-21,S2,72
Diversion,8,1.35,8,0.5,1,10.656,20,gender_female,smoker_no,Engineering/Law,2014-11-21,S2,72
Control,9,1.35,8,1.35,4,10.866,20,gender_female,smoker_no,Engineering/Law,2014-11-21,S2,72
Experimental,7,0.5,8,1.35,3,10.628,20,gender_female,smoker_no,Engineering/Law,2014-11-21,S2,72
Experimental,7,5.0,8,1.35,4,10.489,20,gender_female,smoker_no,Engineering/Law,2014-11-21,S2,72
Experimental,8,0.5,9,1.35,2,10.166,20,gender_female,smoker_no,Engineering/Law,2014-11-21,S2,72
Diversion,7,1.35,7,0.5,1,10.002,20,gender_female,smoker_no,Engineering/Law,2014-11-21,S2,72
Control,9,1.35,7,1.35,3,7.747,20,gender_female,smoker_no,Engineering/Law,2014-11-21,S2,72
Experimental,9,0.5,7,1.35,2,10.825,20,gender_female,smoker_no,Engineering/Law,2014-11-21,S2,72
Experimental,9,0.5,9,1.35,2,9.978,20,gender_female,smoker_no,Engineering/Law,2014-11-21,S2,72
Experimental,8,5.0,7,1.35,3,10.492,20,gender_female,smoker_no,Engineering/Law,2014-11-21,S2,72
Experimental,7,5.0,7,1.35,3,9.734,20,gender_female,smoker_no,Engineering/Law,2014-11-21,S2,72
Experimental,8,5.0,8,1.35,2,7.911,20,gender_female,smoker_no,Engineering/Law,2014-11-21,S2,72
Experimental,7,5.0,9,1.35,3,8.621,20,gender_female,smoker_no,Engineering/Law,2014-11-21,S2,72
Experimental,9,0.5,8,1.35,4,8.141,20,gender_female,smoker_no,Engineering/Law,2014-11-21,S2,72
Control,7,1.35,8,1.35,3,9.716,20,gender_female,smoker_no,Engineering/Law,2014-11-21,S2,72
Experimental,8,5.0,9,1.35,3,8.145,20,gender_female,smoker_no,Engineering/Law,2014-11-21,S2,72
Experimental,8,0.5,8,1.35,2,9.131,20,gender_female,smoker_no,Engineering/Law,2014-11-21,S2,72
Experimental,7,0.5,7,1.35,3,10.378,20,gender_female,smoker_no,Engineering/Law,2014-11-21,S2,72
Control,7,0.5,8,0.5,1,6.256,20,gender_female,smoker_no,Engineering/Law,2014-11-21,S2,72
Experimental,7,0.5,9,1.35,3,11.364,20,gender_female,smoker_no,Engineering/Law,2014-11-21,S2,72
